nHbondA,nHbondD,nNH2,nAHC,nACC,nHC,nRbond,nR,nNNO2,nONO2,nNO2,nC(NO2)3,nC(NO2)2,nC(NO2),MinPartialCharge,MaxPartialCharge,MOLvolume,nH,nC,nN,nO,PBF,TPSA,ob,total energy,molecular weight,PMI3,nOCH3,nCH3,Eccentricity,PMI2,PMI1,NPR1,NPR2,ESTATE_0,ESTATE_1,ESTATE_2,ESTATE_3,ESTATE_4,ESTATE_5,ESTATE_6,ESTATE_7,ESTATE_8,ESTATE_9,ESTATE_10,ESTATE_11,ESTATE_12,ESTATE_13,ESTATE_14,ESTATE_15,ESTATE_16,ESTATE_17,ESTATE_18,ESTATE_19,ESTATE_20,ESTATE_21,ESTATE_22,ESTATE_23,ESTATE_24,ESTATE_25,ESTATE_26,ESTATE_27,ESTATE_28,ESTATE_29,ESTATE_30,ESTATE_31,ESTATE_32,ESTATE_33,ESTATE_34,ESTATE_35,ESTATE_36,ESTATE_37,ESTATE_38,ESTATE_39,ESTATE_40,ESTATE_41,ESTATE_42,ESTATE_43,ESTATE_44,ESTATE_45,ESTATE_46,ESTATE_47,ESTATE_48,ESTATE_49,ESTATE_50,ESTATE_51,ESTATE_52,ESTATE_53,ESTATE_54,ESTATE_55,ESTATE_56,ESTATE_57,ESTATE_58,ESTATE_59,ESTATE_60,ESTATE_61,ESTATE_62,ESTATE_63,ESTATE_64,ESTATE_65,ESTATE_66,ESTATE_67,ESTATE_68,ESTATE_69,MP_K,SMILES
12,0,0,0,0,0,15,0,2,0,6,2,0,0,-0.420414508,0.733695987,361.224,8,7,10,18,1.003478923,377.9,0,216.7431873,520.193,10936.27671,0,3,0.990016084,10860.37553,10936.27671,0.140954435,0.993059688,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,9,1,0,0,0,0,0,0,0,-7.778254054,0,0,0,0,0,0,-2.40526392,0,0,-8.843953318,0,0,0,0,0,0,0,0,0,0,-1.471433177,-16.14528477,0,0,0,98.62648037,3.830543155,0,0,0,0,0,376.15,O=C(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)N(CCN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O
10,0,0,0,0,0,10,0,0,0,6,2,0,0,-0.432206174,0.733648975,283.68,4,6,6,16,0.899371491,311.44,0.076928925,156.2771627,416.124,7412.160691,0,3,0.989573821,7316.311242,7412.160691,0.14402657,0.987068622,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,2,0,0,0,0,0,0,0,-4.530189437,0,0,0,0,0,0,-4.918761338,0,0,-8.662287415,0,0,0,0,0,0,0,0,0,0,0,-12.48303556,0,0,0,85.77176981,7.303719766,0,0,0,0,0,388.15,O=C(OCC(N(=O)=O)(N(=O)=O)N(=O)=O)C(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
6,0,0,1,1,1,5,2,0,0,3,0,0,3,-0.457321423,0.37959819,240.296,5,11,3,9,0.633928314,168.86,-0.767795728,145.8700062,323.173,3726.471806,0,1,0.959205149,3025.253152,3726.471806,0.282710951,0.811827731,0,0,0,0,0,5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,4.533132838,0,0,0,-1.226802721,-4.447445804,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.311875472,0,0,0,44.42706472,4.639781746,4.707668887,0,0,0,0,435.15,O=C(OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)C1=CC=CO1
5,0,0,0,2,0,5,2,0,0,3,0,0,3,-0.408097918,0.343570394,272.384,6,13,3,8,0.756303806,155.72,-0.915570398,118.8031299,367.657,5256.743785,0,1,0.970634774,4733.342993,5256.743785,0.240557967,0.900432508,0,0,0,0,0,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,6.248101327,0,0,0,-1.150413832,-4.017885363,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.287955864,0,0,0,45.03870585,4.771556437,0,0,5.711771406,0,0,408.15,ClC1=CC(=CC=C1)C(=O)OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
5,0,0,0,2,0,5,2,0,0,3,0,0,3,-0.408098071,0.34355722,277.32,6,13,3,8,0.771979263,155.72,-0.817649895,118.879968,412.108,7120.474386,0,1,0.982549539,6682.697941,7120.474386,0.186001082,0.938518641,0,0,0,0,0,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,6.723692033,0,0,0,-1.095969388,-3.50861453,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24309933,0,0,0,45.11318888,4.809365079,0,0,0,3.117531728,0,396.15,BrC1=CC=CC(=C1)C(=O)OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
5,0,0,0,2,0,5,2,0,0,3,0,0,3,-0.408098536,0.343518165,272.728,6,13,3,8,0.744162423,155.72,-0.915570398,118.8638239,367.657,5983.913962,0,1,0.983358318,5307.443414,5983.913962,0.181676688,0.886951826,0,0,0,0,0,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,6.115095496,0,0,0,-1.128037289,-3.813088259,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.278029907,0,0,0,44.99834273,4.771986017,0,0,5.662610228,0,0,433.15,ClC1=CC=C(C=C1)C(=O)OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
5,0,0,0,2,0,5,2,0,0,3,0,0,3,-0.408098538,0.343517735,277.072,6,13,3,8,0.74514923,155.72,-0.817649895,118.8111621,412.108,8020.042283,0,1,0.990737027,7345.001748,8020.042283,0.13579449,0.915830801,0,0,0,0,0,6,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,6.614925743,0,0,0,-1.090228647,-3.352242142,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.241355524,0,0,0,45.05667213,4.799763794,0,0,0,3.14968094,0,457.15,BrC1=CC=C(C=C1)C(=O)OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
7,1,0,0,0,0,8,0,1,0,3,1,0,0,-0.47976325,0.722869452,200.24,5,4,5,10,0.864694104,213.1,-0.028268188,125.0645895,283.109,1730.109401,0,2,0.868534888,1444.221805,1730.109401,0.495628034,0.834757504,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,5,0,0,0,0,0,0,0,0,-3.427013889,0,0,0,0,0,0,-1.846626039,0,0,-4.1225,0,0,0,0,0,0,0,0,0,0,-0.503240741,-7.331923186,0,0,8.28975907,52.05605584,0,0,0,0,0,0,421.15,OC(=O)CN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
5,1,0,0,0,1,6,1,0,0,1,0,0,1,-0.48123039,0.365091746,200.56,13,9,1,6,0.814852487,106.74,-1.280973334,62.51775158,231.204,2708.515979,0,8,0.981499998,2486.677561,2708.515979,0.19146215,0.918095954,0,0,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0.898422462,0,0,0,0,0,0,-1.492125614,0,0,-1.615489418,0,0,0,0,0,0,0,0,0,0,0,-0.584655612,0,0,8.401648138,31.93436117,4.731998299,0,0,0,0,0,371.15,OC(=O)CCCCC1(CCC(=O)O1)N(=O)=O
5,1,0,0,0,0,6,0,0,0,3,1,0,0,-0.481218913,0.69987903,164.112,5,4,3,8,0.703777456,166.72,-0.179366033,83.1476704,223.097,1295.55982,0,3,0.910003494,1272.860705,1295.55982,0.414600581,0.9824793,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,-2.348935185,0,0,0,0,0,0,-1.592662037,0,0,-3.682152778,0,0,0,0,0,0,0,0,0,0,0,-5.137083333,0,0,8.154356576,40.78455782,0,0,0,0,0,0,328.15,OC(=O)CCC(N(=O)=O)(N(=O)=O)N(=O)=O
6,2,0,0,2,0,6,2,0,0,3,0,0,3,-0.477639236,0.335180839,269.64,8,13,4,8,0.823111082,178.75,-1.011394819,136.6863849,348.227,5147.147649,0,1,0.970241251,4465.538935,5147.147649,0.242140278,0.86757545,0,0,0,0,0,6,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,6.069429117,0,0,0,-1.195512023,-2.996690409,0,0,0,0,0,0,2.437227891,0,0,0,0,0,0,-2.964943487,0,0,8.818905143,43.89704614,0,0,0,0,0,0,531.15,OC(=O)C1=CC=C(NC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C=C1
4,1,0,1,0,1,2,1,0,0,1,0,0,1,-0.618085873,0.402360334,141.144,4,6,2,5,0.240748181,107.38,-0.782557569,69.89149562,184.107,1223.260349,0,1,0.961503351,950.9360686,1223.260349,0.274793205,0.777378315,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2.413055556,0,0,0,-1.501203704,-1.098425926,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.771388889,0.050925926,0,8.428442933,20.54151927,0,0,0,0,0,0,420.65,OC(=O)C1=[N+]([O-])C=CC(=C1)N(=O)=O
10,1,0,0,0,0,13,0,1,0,6,2,0,0,-0.424190676,0.733692158,318.84,7,6,9,16,1.000369248,343.55,0.017353539,207.3348258,461.169,6157.076656,0,2,0.954693478,5553.16364,6157.076656,0.297590932,0.901915625,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,8,1,0,0,0,0,0,0,0,-5.894508456,0,0,0,0,0,0,-2.031773904,0,0,-8.602386106,0,0,0,0,1.280320295,0,0,0,0,0,-0.613675359,-13.92977667,0,0,0,86.49505106,3.868142243,0,0,0,0,0,369.15,O=C(NCN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
5,1,0,1,0,1,5,1,0,1,0,0,0,0,-0.35009423,0.294060895,178.536,9,8,3,4,0.596258787,94.36,-1.250833262,63.51035,211.177,2634.338773,0,2,0.995812819,2594.43247,2634.338773,0.091415698,0.984851492,0,0,2,0,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,-0.077420871,0,0,6.067709908,0,0,0,-0.315418556,0.450095427,0,0,0,0,0,0,2.458148148,0,0,0,0,3.75342787,0,-0.90417328,0,0,0,21.10138048,4.023253811,0,0,0,0,0,383.15,O=C(NCCON(=O)=O)C1=CC=NC=C1
5,1,0,1,0,1,5,1,0,1,0,0,0,0,-0.348758295,0.294060895,178.648,9,8,3,4,0.526723473,94.36,-1.250833262,64.84552993,211.177,2064.269863,0,2,0.981724792,1877.47452,2064.269863,0.190306156,0.909510212,0,0,2,0,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,-0.109165486,0,0,6.397012008,0,0,0,-0.386529667,0.262595427,0,0,0,0,0,0,2.423425926,0,0,0,0,3.805775857,0,-0.90979828,0,0,0,21.06257704,4.015191327,0,0,0,0,0,334.35,O=C(NCCON(=O)=O)C1=NC=CC=C1
8,2,0,0,0,0,10,0,0,2,0,0,0,0,-0.347771324,0.308815157,243.52,14,8,4,8,0.567049088,162.94,-0.816101233,103.2666807,294.22,8326.835459,0,5,0.99951869,8178.102804,8326.835459,0.031022387,0.982138154,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0.072085743,0,0,0,0,0,0,-1.803152452,0,0,0,0,0,0,0,4.444472474,0,0,0,0,0,0,-1.913628488,0,0,0,41.94479787,7.993352005,0,0,0,0,0,395.15,O=C(NCCCON(=O)=O)C(=O)NCCCON(=O)=O
12,2,0,0,0,0,16,0,0,0,8,2,1,0,-0.433477665,0.716928911,406.736,10,9,10,20,0.882965186,421.78,-0.083043936,220.5335663,578.229,16518.93073,0,4,0.981958438,14918.45494,16518.93073,0.189096867,0.903112628,0,0,4,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,10,2,0,0,0,0,0,0,0,-8.158940827,0,0,0,0,0,0,-4.314473884,0,0,-12.38938697,0,0,0,0,2.217221548,0,0,0,0,0,0,-15.92684228,0,0,0,110.4369634,8.049727407,0,0,0,0,0,442.15,O=C(NCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(COC(=O)NCC(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O
2,1,0,0,2,0,3,2,0,0,1,0,0,1,-0.3217766,0.281651265,210.4,10,13,2,3,0.569447522,72.24,-1.8507109,87.56548639,242.234,2390.565387,0,1,0.974085108,2065.119564,2390.565387,0.226181789,0.863862405,0,0,0,0,0,9,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14.64351112,0,0,0,-0.49212963,0.442532596,0,0,0,0,0,0,2.610092593,0,0,0,0,0,0,-0.569537037,0,0,0,22.72799855,0,0,0,0,0,0,426.15,O=C(NC1=CC=CC=C1)C1=CC=CC=C1N(=O)=O
9,2,0,0,0,0,8,0,0,0,4,0,2,0,-0.429315489,0.648367442,287.352,6,7,6,13,0.822281318,266.29,-0.152382371,169.6029391,420.15,8738.918549,0,2,0.990766944,8256.005406,8738.918549,0.135576039,0.944739942,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,7,2,0,2,0,0,0,0,0,-4.181348367,0,0,0,0,0,0,-5.966461719,0,0,-8.884381258,0,0,0,0,2.03709042,0,0,0,0,0,0,-8.200113273,0,0,0,73.96074667,7.398423084,0,26.52841207,0,0,0,432.15,FC(COC(=O)NC(=O)NC(=O)OCC(F)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O
11,2,0,0,0,0,10,0,0,0,6,2,0,0,-0.423882755,0.73369241,325.552,6,7,8,17,0.845723927,352.57,0,214.0105071,474.164,6701.42488,0,2,0.942395716,5368.363856,6701.42488,0.334500098,0.801077972,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,9,2,0,0,0,0,0,0,0,-4.276619258,0,0,0,0,0,0,-6.232674871,0,0,-8.492698155,0,0,0,0,1.968354592,0,0,0,0,0,0,-12.14327461,0,0,0,97.43906966,7.592720604,0,0,0,0,0,402.15,O=C(NC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O)NC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
7,0,0,0,0,0,6,0,0,2,0,0,0,0,-0.30591198,0.294438067,132.84,4,3,2,7,0.459211431,121.81,-0.088887975,78.40435871,180.072,1571.239136,0,2,0.988276491,1397.97533,1571.239136,0.152674743,0.889727921,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,-1.692777778,0,0,0,0,0,0,-0.885740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.353055556,0,0,0,29.3896627,7.211970899,0,0,0,0,0,338.15,O=C(CON(=O)=O)CON(=O)=O
10,0,0,0,0,0,13,0,1,0,6,2,0,0,-0.439256142,0.733637075,308.272,6,6,8,16,0.914176059,331.52,0.03587523,191.1156637,446.154,6798.812955,0,3,0.974389311,6394.875021,6798.812955,0.224867673,0.940586991,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,8,1,0,0,0,0,0,0,0,-6.393171769,0,0,0,0,0,0,-2.105954743,0,0,-8.749017149,0,0,0,0,0,0,0,0,0,0,-0.774907407,-14.31266377,0,0,0,86.58802111,3.848433957,0,0,0,0,0,406.15,O=C(CN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
6,0,0,0,0,0,8,0,1,0,3,1,0,0,-0.279021941,0.722867176,208.048,4,4,5,9,0.769200039,192.87,-0.053161488,121.9827535,301.555,2435.772257,0,2,0.929632004,2163.116339,2435.772257,0.368489263,0.888061818,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,0,0,0,1,0,0,0,0,-3.14158179,0,0,0,0,0,0,-1.374403817,0,0,-4.070030864,0,0,0,0,0,0,0,0,0,0,-0.385185185,-7.140721372,0,0,0,52.40694318,0,0,0,4.789591207,0,0,352.15,ClC(=O)CN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O
10,0,0,0,0,0,14,0,1,0,6,2,0,0,-0.440679776,0.733636029,324.816,8,7,8,16,0.87382999,331.52,-0.069564336,203.6441638,460.181,10179.38518,0,4,0.992387505,9986.445981,10179.38518,0.123154538,0.981046086,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,8,1,0,0,0,0,0,0,0,-6.831586121,0,0,0,0,0,0,-1.781773904,0,0,-8.522386106,0,0,0,0,0,0,0,0,0,0,-0.502564248,-13.70061,0,0,0,86.76861115,3.979253354,0,0,0,0,0,345.15,O=C(CCN(CC(N(=O)=O)(N(=O)=O)N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
8,0,0,0,0,0,11,0,0,0,6,2,0,0,-0.440720068,0.733636021,271.488,6,6,6,14,0.927344678,285.14,-0.0414514,146.1308864,386.142,4590.042483,0,4,0.968875872,4367.503029,4590.042483,0.247547057,0.951516907,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,1,0,0,0,0,0,0,0,-5.227564248,0,0,0,0,0,0,-1.851990741,0,0,-8.242581019,0,0,0,0,0,0,0,0,0,0,0,-11.73429634,0,0,0,74.82146022,3.894345238,0,0,0,0,0,365.15,O=C(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O
7,1,0,0,0,0,11,0,0,0,6,2,0,0,-0.335223203,0.716821417,274.872,7,6,7,13,0.93454261,287.94,-0.103893356,143.5758559,385.158,5539.452373,0,4,0.983534345,5438.970585,5539.452373,0.180721311,0.9818607,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,-4.803953137,0,0,0,0,0,0,-1.601990741,0,0,-8.091469907,0,0,0,0,1.325229592,0,0,0,0,0,0,-11.46346301,0,0,0,75.11379582,0,0,0,0,0,0,423.15,O=C(CCC(N(=O)=O)(N(=O)=O)N(=O)=O)NCC(N(=O)=O)(N(=O)=O)N(=O)=O
8,0,0,0,0,0,10,0,0,0,4,0,2,0,-0.445352315,0.648288755,261.848,6,7,4,12,0.805321085,225.16,-0.212768771,113.0799944,376.137,6242.9142,0,4,0.98870882,6055.334105,6242.9142,0.149849489,0.96995312,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,2,0,2,0,0,0,0,0,-5.608202239,0,0,0,0,0,0,-3.634464286,0,0,-8.795850994,0,0,0,0,0,0,0,0,0,0,0,-8.094361532,0,0,0,62.78071599,7.535393833,0,26.45171934,0,0,0,312.15,FC(COC(=O)CC(=O)OCC(F)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O
4,0,0,0,2,2,5,5,0,0,1,0,0,1,-0.340350126,0.254356708,450.448,32,27,3,4,1.105778576,75.92,-2.123859059,130.7716225,498.023,9288.582774,0,15,0.859857068,5698.916812,9288.582774,0.51053484,0.613539972,0,0,9,0,0,9,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,1,0,0,0,0,7.209793465,0,0,17.6609254,-1.265210642,0,0,0.044902193,2.585073434,0,0,0,0,0,0,0,0,0,0,0,0,3.85837362,-0.148129143,0,0,0,25.29430057,6.575195893,0,0,6.213701267,0,0,408.15,ClC1=CC=C(C=C1)C1C(C(ON1C1=CC=CC=C1)C(=O)N1CCCCC1)C1CCC(CC1)N(=O)=O
3,0,0,0,4,0,5,7,0,0,1,0,0,1,-0.293140308,0.286874625,401.616,19,30,1,4,1.342944765,77.28,-2.292557417,399.3823047,457.485,5392.687071,0,12,0.777984519,4166.019206,5392.687071,0.628283445,0.772531236,0,0,0,0,0,18,1,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31.83671261,-0.618599773,0,0,-0.588388605,3.102888165,0,-4.771166029,0,0,0,0,0,0,0,0,0,0,0,-0.307013889,0,0,0,42.43409313,0,0,0,0,0,0,484.15,O=C(C1=CC=CC=C1)C12C3C4=CC=CC=C4C(C4=CC=CC=C14)(N(=O)=O)C23C(=O)C1=CC=CC=C1
5,1,0,0,2,0,7,2,0,1,0,0,0,0,-0.382204126,0.294723592,271.712,11,15,1,5,1.070772433,89.67,-1.439396489,76.29512319,339.706,4100.45939,0,4,0.869748328,2702.636513,4100.45939,0.493495538,0.659105787,0,0,0,0,0,8,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,10.13397396,-3.368651424,0,0,-0.827037037,0.040425651,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.096790386,0,0,10.16610686,22.86150119,4.438602372,0,12.88424517,5.735276044,0,0,380.75,OC(C(ON(=O)=O)C1=CC=C(Cl)C=C1)C(=O)C1=CC=C(F)C=C1
8,0,0,0,0,0,10,0,0,0,4,0,2,0,-0.44262856,0.648302085,273.32,6,8,4,12,0.708982192,225.16,-0.288663493,116.583747,388.148,7901.002469,0,4,0.990630122,7428.166203,7901.002469,0.136572185,0.940154902,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,2,0,2,0,0,0,0,0,-3.941548936,0,0.16840514,0,0,0,0,-3.439371798,0,0,-8.703848834,0,0,0,0,0,0,0,0,0,0,0,-7.967067047,0,0,0,62.83731024,7.63935256,0,26.47835795,0,0,0,319.25,FC(COC(=O)\C=C\C(=O)OCC(F)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O
5,0,0,0,1,1,3,2,0,0,1,0,0,1,-0.281498279,0.333924888,219.616,5,10,2,3,1.035965786,72.57,-1.040197597,94.01471759,300.748,2229.102673,0,3,0.858706229,1882.456941,2229.102673,0.512468157,0.844490908,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,8.043822918,0,0,0,-1.119999213,0.248765432,0,0,0,0,0,0,0,0,0,0,3.744103364,0,0,-0.720787037,0,0,0,23.12057083,0,0,0,5.742369789,0,0,442.15,ClC1=NSS\C1=C(\C(=O)C1=CC=CC=C1)N(=O)=O
14,0,0,2,0,3,6,3,0,2,0,0,0,0,-0.292003654,0.295812963,219.56,4,6,8,8,0.695735652,189.06,-0.303782847,227.5208797,316.146,3811.799654,0,0,0.965490026,3334.767599,3811.799654,0.260440029,0.874853849,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,2,2,0,0,0,0,0,0,-1.195714443,0,0,0,0,0,0,0,-0.177785336,0,0,0,0,0,0,0,0,0,0,0,14.13060847,2.17287037,-2.050412556,0,0,0,20.63322223,8.477003023,9.043652683,0,0,0,0,401.15,O=N(=O)OCN1C2=NON=C2N(CON(=O)=O)C2=NON=C12
8,1,0,0,0,0,9,0,0,1,2,0,1,0,-0.444615433,0.648298583,249.304,7,5,5,10,0.956680193,206.41,-0.152593475,165.4043331,367.199,3797.72869,0,2,0.882397246,2656.96447,3797.72869,0.470505154,0.699619348,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,5,2,0,2,0,0,0,0,0,-3.330409108,0,0,0,0,0,0,-1.41187689,0,0,-4.361248937,0,0,0,0,1.749389172,0,0,0,2.198877551,0,0,-5.202241203,0,0,0,50.93217854,7.808599891,0,25.73864643,0,0,0,315.15,FC(CO\C(NCCON(=O)=O)=N/S(F)(=O)=O)(N(=O)=O)N(=O)=O
9,0,0,0,0,0,10,0,1,1,2,0,1,0,-0.440836435,0.648302273,299.304,6,5,6,10,0.991043684,206.62,-0.10526846,130.0098076,456.19,5652.99145,0,2,0.888609247,4460.10423,5652.99145,0.458665026,0.788981244,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,4,2,0,6,0,0,0,0,0,-5.764988347,0,0,0,0,0,0,-2.873296643,0,0,-4.904615024,0,0,0,0,0,0,0,0,0.739988662,0,-1.123302154,-8.232521067,0,0,0,41.18802526,6.988169052,0,75.79840046,0,0,0,349.15,FC(CO\C(=N/S(F)(F)(F)(F)F)N(CCON(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O
16,0,0,2,0,2,13,2,0,4,0,0,0,0,-0.358247277,0.294448391,313.768,8,10,6,14,0.784907239,261.54,-0.366964188,257.5194475,436.202,8246.66715,0,5,0.964031585,6701.821889,8246.66715,0.265787705,0.812670351,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,4,4,2,0,0,0,0,0,0,-3.282445701,0,0,0,0,0,0,0,-1.891513343,0,0,0,0,0,0,0,0,0,0,0,7.07162163,0,-4.685200426,0,0,0,41.73191723,16.63754581,9.686157565,0,0,0,0,395.05,O=N(=O)OCC1=C(CON(=O)=O)C(=NO1)C1=NOC(CON(=O)=O)=C1CON(=O)=O
12,0,0,2,0,2,7,2,0,2,0,0,0,0,-0.33669546,0.294509597,205.848,4,6,6,8,0.634908736,182.58,-0.333322846,185.6736621,288.132,5258.641323,0,3,0.997377146,5174.03714,5258.641323,0.072379758,0.983911399,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,2,2,0,0,0,0,0,0,-1.065191828,0,0,0,0,0,0,0,-0.596958249,0,0,0,0,0,0,0,0,0,0,0,14.23731356,0,-2.045096985,0,0,0,19.92911949,8.027932246,9.250428949,0,0,0,0,357.65,O=N(=O)OCC1=NC(=NO1)C1=NOC(CON(=O)=O)=N1
